FIPStxt,State,Area name,Year,POP_ESTIMATE
0,US,United States,2017,324985539
1000,AL,Alabama,2017,4874486
1001,AL,Autauga County,2017,55390
1003,AL,Baldwin County,2017,212521
1005,AL,Barbour County,2017,25157
1007,AL,Bibb County,2017,22550
1009,AL,Blount County,2017,57787
1011,AL,Bullock County,2017,10176
1013,AL,Butler County,2017,19888
1015,AL,Calhoun County,2017,114710
1017,AL,Chambers County,2017,33707
1019,AL,Cherokee County,2017,25805
1021,AL,Chilton County,2017,44120
1023,AL,Choctaw County,2017,12925
1025,AL,Clarke County,2017,24063
1027,AL,Clay County,2017,13350
1029,AL,Cleburne County,2017,14899
1031,AL,Coffee County,2017,51853
1033,AL,Colbert County,2017,54695
1035,AL,Conecuh County,2017,12431
1037,AL,Coosa County,2017,10724
1039,AL,Covington County,2017,37062
1041,AL,Crenshaw County,2017,13858
1043,AL,Cullman County,2017,82867
1045,AL,Dale County,2017,49342
1047,AL,Dallas County,2017,39238
1049,AL,DeKalb County,2017,71437
1051,AL,Elmore County,2017,81422
1053,AL,Escambia County,2017,36993
1055,AL,Etowah County,2017,103007
1057,AL,Fayette County,2017,16466
1059,AL,Franklin County,2017,31542
1061,AL,Geneva County,2017,26385
1063,AL,Greene County,2017,8310
1065,AL,Hale County,2017,14801
1067,AL,Henry County,2017,17115
1069,AL,Houston County,2017,104378
1071,AL,Jackson County,2017,51828
1073,AL,Jefferson County,2017,659599
1075,AL,Lamar County,2017,13882
1077,AL,Lauderdale County,2017,92564
1079,AL,Lawrence County,2017,33063
1081,AL,Lee County,2017,161440
1083,AL,Limestone County,2017,94130
1085,AL,Lowndes County,2017,10097
1087,AL,Macon County,2017,18793
1089,AL,Madison County,2017,361762
1091,AL,Marengo County,2017,19396
1093,AL,Marion County,2017,29792
1095,AL,Marshall County,2017,95572
1097,AL,Mobile County,2017,414045
1099,AL,Monroe County,2017,21290
1101,AL,Montgomery County,2017,227265
1103,AL,Morgan County,2017,118918
1105,AL,Perry County,2017,9302
1107,AL,Pickens County,2017,20204
1109,AL,Pike County,2017,33349
1111,AL,Randolph County,2017,22687
1113,AL,Russell County,2017,56985
1115,AL,St. Clair County,2017,87926
1117,AL,Shelby County,2017,213633
1119,AL,Sumter County,2017,12749
1121,AL,Talladega County,2017,80142
1123,AL,Tallapoosa County,2017,40613
1125,AL,Tuscaloosa County,2017,207618
1127,AL,Walker County,2017,63895
1129,AL,Washington County,2017,16522
1131,AL,Wilcox County,2017,10691
1133,AL,Winston County,2017,23760
2000,AK,Alaska,2017,739700
2013,AK,Aleutians East Borough,2017,3455
2016,AK,Aleutians West Census Area,2017,5729
2020,AK,Anchorage Municipality,2017,294338
2050,AK,Bethel Census Area,2017,18090
2060,AK,Bristol Bay Borough,2017,869
2068,AK,Denali Borough,2017,2084
2070,AK,Dillingham Census Area,2017,4940
2090,AK,Fairbanks North Star Borough,2017,99675
2100,AK,Haines Borough,2017,2524
2105,AK,Hoonah-Angoon Census Area,2017,2139
2110,AK,Juneau City and Borough,2017,32098
2122,AK,Kenai Peninsula Borough,2017,58558
2130,AK,Ketchikan Gateway Borough,2017,13834
2150,AK,Kodiak Island Borough,2017,13512
2158,AK,Kusilvak Census Area,2017,8236
2164,AK,Lake and Peninsula Borough,2017,1612
2170,AK,Matanuska-Susitna Borough,2017,106232
2180,AK,Nome Census Area,2017,10025
2185,AK,North Slope Borough,2017,9795
2188,AK,Northwest Arctic Borough,2017,7795
2195,AK,Petersburg Borough,2017,3264
2198,AK,Prince of Wales-Hyder Census Area,2017,6444
2220,AK,Sitka City and Borough,2017,8641
2230,AK,Skagway Municipality,2017,1167
2240,AK,Southeast Fairbanks Census Area,2017,6892
2261,AK,Valdez-Cordova Census Area,2017,9220
2275,AK,Wrangell City and Borough,2017,2521
2282,AK,Yakutat City and Borough,2017,602
2290,AK,Yukon-Koyukuk Census Area,2017,5409
4000,AZ,Arizona,2017,7044008
4001,AZ,Apache County,2017,71545
4003,AZ,Cochise County,2017,124864
4005,AZ,Coconino County,2017,141001
4007,AZ,Gila County,2017,53578
4009,AZ,Graham County,2017,37481
4011,AZ,Greenlee County,2017,9443
4012,AZ,La Paz County,2017,20706
4013,AZ,Maricopa County,2017,4327184
4015,AZ,Mohave County,2017,207017
4017,AZ,Navajo County,2017,109079
4019,AZ,Pima County,2017,1026391
4021,AZ,Pinal County,2017,431564
4023,AZ,Santa Cruz County,2017,46566
4025,AZ,Yavapai County,2017,228082
4027,AZ,Yuma County,2017,209507
5000,AR,Arkansas,2017,3001345
5001,AR,Arkansas County,2017,17872
5003,AR,Ashley County,2017,20311
5005,AR,Baxter County,2017,41308
5007,AR,Benton County,2017,266585
5009,AR,Boone County,2017,37459
5011,AR,Bradley County,2017,10813
5013,AR,Calhoun County,2017,5201
5015,AR,Carroll County,2017,27865
5017,AR,Chicot County,2017,10647
5019,AR,Clark County,2017,22184
5021,AR,Clay County,2017,14865
5023,AR,Cleburne County,2017,25059
5025,AR,Cleveland County,2017,8162
5027,AR,Columbia County,2017,23695
5029,AR,Conway County,2017,20810
5031,AR,Craighead County,2017,107188
5033,AR,Crawford County,2017,62894
5035,AR,Crittenden County,2017,48716
5037,AR,Cross County,2017,16792
5039,AR,Dallas County,2017,7307
5041,AR,Desha County,2017,11743
5043,AR,Drew County,2017,18370
5045,AR,Faulkner County,2017,123530
5047,AR,Franklin County,2017,17809
5049,AR,Fulton County,2017,12131
5051,AR,Garland County,2017,98327
5053,AR,Grant County,2017,18103
5055,AR,Greene County,2017,44993
5057,AR,Hempstead County,2017,21876
5059,AR,Hot Spring County,2017,33606
5061,AR,Howard County,2017,13365
5063,AR,Independence County,2017,37391
5065,AR,Izard County,2017,13666
5067,AR,Jackson County,2017,17017
5069,AR,Jefferson County,2017,69238
5071,AR,Johnson County,2017,26401
5073,AR,Lafayette County,2017,6797
5075,AR,Lawrence County,2017,16571
5077,AR,Lee County,2017,9127
5079,AR,Lincoln County,2017,13475
5081,AR,Little River County,2017,12373
5083,AR,Logan County,2017,21739
5085,AR,Lonoke County,2017,72778
5087,AR,Madison County,2017,16299
5089,AR,Marion County,2017,16429
5091,AR,Miller County,2017,43736
5093,AR,Mississippi County,2017,42112
5095,AR,Monroe County,2017,7013
5097,AR,Montgomery County,2017,8890
5099,AR,Nevada County,2017,8309
5101,AR,Newton County,2017,7815
5103,AR,Ouachita County,2017,23817
5105,AR,Perry County,2017,10346
5107,AR,Phillips County,2017,18599
5109,AR,Pike County,2017,10735
5111,AR,Poinsett County,2017,24071
5113,AR,Polk County,2017,20147
5115,AR,Pope County,2017,63634
5117,AR,Prairie County,2017,8248
5119,AR,Pulaski County,2017,393280
5121,AR,Randolph County,2017,17665
5123,AR,St. Francis County,2017,25997
5125,AR,Saline County,2017,119520
5127,AR,Scott County,2017,10369
5129,AR,Searcy County,2017,7927
5131,AR,Sebastian County,2017,127786
5133,AR,Sevier County,2017,17103
5135,AR,Sharp County,2017,17147
5137,AR,Stone County,2017,12520
5139,AR,Union County,2017,39460
5141,AR,Van Buren County,2017,16552
5143,AR,Washington County,2017,232732
5145,AR,White County,2017,78844
5147,AR,Woodruff County,2017,6575
5149,AR,Yell County,2017,21509
6000,CA,California,2017,39358497
6001,CA,Alameda County,2017,1660196
6003,CA,Alpine County,2017,1111
6005,CA,Amador County,2017,38529
6007,CA,Butte County,2017,228696
6009,CA,Calaveras County,2017,45681
6011,CA,Colusa County,2017,21579
6013,CA,Contra Costa County,2017,1145535
6015,CA,Del Norte County,2017,27351
6017,CA,El Dorado County,2017,188679
6019,CA,Fresno County,2017,985238
6021,CA,Glenn County,2017,27926
6023,CA,Humboldt County,2017,136507
6025,CA,Imperial County,2017,181649
6027,CA,Inyo County,2017,17868
6029,CA,Kern County,2017,887356
6031,CA,Kings County,2017,149665
6033,CA,Lake County,2017,64111
6035,CA,Lassen County,2017,30920
6037,CA,Los Angeles County,2017,10103711
6039,CA,Madera County,2017,155423
6041,CA,Marin County,2017,259749
6043,CA,Mariposa County,2017,17414
6045,CA,Mendocino County,2017,87576
6047,CA,Merced County,2017,271096
6049,CA,Modoc County,2017,8876
6051,CA,Mono County,2017,14354
6053,CA,Monterey County,2017,434534
6055,CA,Napa County,2017,139878
6057,CA,Nevada County,2017,99367
6059,CA,Orange County,2017,3174289
6061,CA,Placer County,2017,385115
6063,CA,Plumas County,2017,18660
6065,CA,Riverside County,2017,2414964
6067,CA,Sacramento County,2017,1527301
6069,CA,San Benito County,2017,60164
6071,CA,San Bernardino County,2017,2150945
6073,CA,San Diego County,2017,3321237
6075,CA,San Francisco County,2017,878040
6077,CA,San Joaquin County,2017,743296
6079,CA,San Luis Obispo County,2017,282481
6081,CA,San Mateo County,2017,768901
6083,CA,Santa Barbara County,2017,445298
6085,CA,Santa Clara County,2017,1932510
6087,CA,Santa Cruz County,2017,274856
6089,CA,Shasta County,2017,179384
6091,CA,Sierra County,2017,3002
6093,CA,Siskiyou County,2017,43622
6095,CA,Solano County,2017,443511
6097,CA,Sonoma County,2017,502469
6099,CA,Stanislaus County,2017,544717
6101,CA,Sutter County,2017,96204
6103,CA,Tehama County,2017,63847
6105,CA,Trinity County,2017,12726
6107,CA,Tulare County,2017,462308
6109,CA,Tuolumne County,2017,53976
6111,CA,Ventura County,2017,849044
6113,CA,Yolo County,2017,218477
6115,CA,Yuba County,2017,76578
8000,CO,Colorado,2017,5611885
8001,CO,Adams County,2017,503590
8003,CO,Alamosa County,2017,16108
8005,CO,Arapahoe County,2017,644478
8007,CO,Archuleta County,2017,13295
8009,CO,Baca County,2017,3554
8011,CO,Bent County,2017,5827
8013,CO,Boulder County,2017,322441
8014,CO,Broomfield County,2017,68263
8015,CO,Chaffee County,2017,19666
8017,CO,Cheyenne County,2017,1853
8019,CO,Clear Creek County,2017,9574
8021,CO,Conejos County,2017,8139
8023,CO,Costilla County,2017,3756
8025,CO,Crowley County,2017,5840
8027,CO,Custer County,2017,4857
8029,CO,Delta County,2017,30519
8031,CO,Denver County,2017,704961
8033,CO,Dolores County,2017,2045
8035,CO,Douglas County,2017,335816
8037,CO,Eagle County,2017,54929
8039,CO,Elbert County,2017,25765
8041,CO,El Paso County,2017,700099
8043,CO,Fremont County,2017,47548
8045,CO,Garfield County,2017,59032
8047,CO,Gilpin County,2017,6018
8049,CO,Grand County,2017,15364
8051,CO,Gunnison County,2017,16863
8053,CO,Hinsdale County,2017,791
8055,CO,Huerfano County,2017,6628
8057,CO,Jackson County,2017,1375
8059,CO,Jefferson County,2017,575417
8061,CO,Kiowa County,2017,1365
8063,CO,Kit Carson County,2017,7137
8065,CO,Lake County,2017,7750
8067,CO,La Plata County,2017,55563
8069,CO,Larimer County,2017,344084
8071,CO,Las Animas County,2017,14201
8073,CO,Lincoln County,2017,5523
8075,CO,Logan County,2017,22317
8077,CO,Mesa County,2017,151170
8079,CO,Mineral County,2017,753
8081,CO,Moffat County,2017,13088
8083,CO,Montezuma County,2017,26112
8085,CO,Montrose County,2017,41753
8087,CO,Morgan County,2017,28295
8089,CO,Otero County,2017,18345
8091,CO,Ouray County,2017,4813
8093,CO,Park County,2017,17894
8095,CO,Phillips County,2017,4288
8097,CO,Pitkin County,2017,17973
8099,CO,Prowers County,2017,11998
8101,CO,Pueblo County,2017,166283
8103,CO,Rio Blanco County,2017,6352
8105,CO,Rio Grande County,2017,11297
8107,CO,Routt County,2017,25171
8109,CO,Saguache County,2017,6633
8111,CO,San Juan County,2017,712
8113,CO,San Miguel County,2017,8034
8115,CO,Sedgwick County,2017,2311
8117,CO,Summit County,2017,30820
8119,CO,Teller County,2017,24674
8121,CO,Washington County,2017,4921
8123,CO,Weld County,2017,305885
8125,CO,Yuma County,2017,9959
9000,CT,Connecticut,2017,3573297
9001,CT,Fairfield County,2017,943038
9003,CT,Hartford County,2017,893076
9005,CT,Litchfield County,2017,181667
9007,CT,Middlesex County,2017,162942
9009,CT,New Haven County,2017,857748
9011,CT,New London County,2017,267419
9013,CT,Tolland County,2017,151009
9015,CT,Windham County,2017,116398
10000,DE,Delaware,2017,956823
10001,DE,Kent County,2017,176499
10003,DE,New Castle County,2017,555976
10005,DE,Sussex County,2017,224348
11000,DC,District of Columbia,2017,694906
11001,DC,District of Columbia,2017,694906
12000,FL,Florida,2017,20963613
12001,FL,Alachua County,2017,266309
12003,FL,Baker County,2017,28254
12005,FL,Bay County,2017,184736
12007,FL,Bradford County,2017,27142
12009,FL,Brevard County,2017,587769
12011,FL,Broward County,2017,1934516
12013,FL,Calhoun County,2017,14428
12015,FL,Charlotte County,2017,181522
12017,FL,Citrus County,2017,145415
12019,FL,Clay County,2017,212228
12021,FL,Collier County,2017,372678
12023,FL,Columbia County,2017,69999
12027,FL,DeSoto County,2017,37241
12029,FL,Dixie County,2017,16615
12031,FL,Duval County,2017,937933
12033,FL,Escambia County,2017,313249
12035,FL,Flagler County,2017,109999
12037,FL,Franklin County,2017,11724
12039,FL,Gadsden County,2017,45993
12041,FL,Gilchrist County,2017,17900
12043,FL,Glades County,2017,13580
12045,FL,Gulf County,2017,16105
12047,FL,Hamilton County,2017,14364
12049,FL,Hardee County,2017,27154
12051,FL,Hendry County,2017,41018
12053,FL,Hernando County,2017,186704
12055,FL,Highlands County,2017,103852
12057,FL,Hillsborough County,2017,1426736
12059,FL,Holmes County,2017,19427
12061,FL,Indian River County,2017,154241
12063,FL,Jackson County,2017,48289
12065,FL,Jefferson County,2017,14165
12067,FL,Lafayette County,2017,8602
12069,FL,Lake County,2017,345432
12071,FL,Lee County,2017,740000
12073,FL,Leon County,2017,290965
12075,FL,Levy County,2017,40276
12077,FL,Liberty County,2017,8236
12079,FL,Madison County,2017,18474
12081,FL,Manatee County,2017,385506
12083,FL,Marion County,2017,353339
12085,FL,Martin County,2017,159701
12086,FL,Miami-Dade County,2017,2713295
12087,FL,Monroe County,2017,76483
12089,FL,Nassau County,2017,82925
12091,FL,Okaloosa County,2017,203478
12093,FL,Okeechobee County,2017,41275
12095,FL,Orange County,2017,1355921
12097,FL,Osceola County,2017,353623
12099,FL,Palm Beach County,2017,1470344
12101,FL,Pasco County,2017,525141
12103,FL,Pinellas County,2017,968341
12105,FL,Polk County,2017,685368
12107,FL,Putnam County,2017,73384
12109,FL,St. Johns County,2017,243693
12111,FL,St. Lucie County,2017,313163
12113,FL,Santa Rosa County,2017,174049
12115,FL,Sarasota County,2017,419680
12117,FL,Seminole County,2017,462801
12119,FL,Sumter County,2017,124995
12121,FL,Suwannee County,2017,44124
12123,FL,Taylor County,2017,21781
12125,FL,Union County,2017,15448
12127,FL,Volusia County,2017,537868
12129,FL,Wakulla County,2017,32050
12131,FL,Walton County,2017,68021
12133,FL,Washington County,2017,24546
13000,GA,Georgia,2017,10410330
13001,GA,Appling County,2017,18438
13003,GA,Atkinson County,2017,8182
13005,GA,Bacon County,2017,11205
13007,GA,Baker County,2017,3159
13009,GA,Baldwin County,2017,44963
13011,GA,Banks County,2017,18628
13013,GA,Barrow County,2017,78899
13015,GA,Bartow County,2017,105098
13017,GA,Ben Hill County,2017,17037
13019,GA,Berrien County,2017,19108
13021,GA,Bibb County,2017,152840
13023,GA,Bleckley County,2017,12764
13025,GA,Brantley County,2017,18832
13027,GA,Brooks County,2017,15617
13029,GA,Bryan County,2017,36999
13031,GA,Bulloch County,2017,75991
13033,GA,Burke County,2017,22545
13035,GA,Butts County,2017,24067
13037,GA,Calhoun County,2017,6389
13039,GA,Camden County,2017,53005
13043,GA,Candler County,2017,10706
13045,GA,Carroll County,2017,117390
13047,GA,Catoosa County,2017,66495
13049,GA,Charlton County,2017,12810
13051,GA,Chatham County,2017,289309
13053,GA,Chattahoochee County,2017,10205
13055,GA,Chattooga County,2017,24746
13057,GA,Cherokee County,2017,247763
13059,GA,Clarke County,2017,126815
13061,GA,Clay County,2017,2955
13063,GA,Clayton County,2017,284184
13065,GA,Clinch County,2017,6643
13067,GA,Cobb County,2017,752649
13069,GA,Coffee County,2017,42880
13071,GA,Colquitt County,2017,45480
13073,GA,Columbia County,2017,151529
13075,GA,Cook County,2017,17213
13077,GA,Coweta County,2017,143153
13079,GA,Crawford County,2017,12263
13081,GA,Crisp County,2017,22710
13083,GA,Dade County,2017,16254
13085,GA,Dawson County,2017,24406
13087,GA,Decatur County,2017,26706
13089,GA,DeKalb County,2017,751176
13091,GA,Dodge County,2017,20749
13093,GA,Dooly County,2017,13691
13095,GA,Dougherty County,2017,89457
13097,GA,Douglas County,2017,143376
13099,GA,Early County,2017,10317
13101,GA,Echols County,2017,3914
13103,GA,Effingham County,2017,60086
13105,GA,Elbert County,2017,19102
13107,GA,Emanuel County,2017,22533
13109,GA,Evans County,2017,10741
13111,GA,Fannin County,2017,25332
13113,GA,Fayette County,2017,112553
13115,GA,Floyd County,2017,97500
13117,GA,Forsyth County,2017,228940
13119,GA,Franklin County,2017,22864
13121,GA,Fulton County,2017,1038938
13123,GA,Gilmer County,2017,30443
13125,GA,Glascock County,2017,3032
13127,GA,Glynn County,2017,84675
13129,GA,Gordon County,2017,57164
13131,GA,Grady County,2017,24773
13133,GA,Greene County,2017,17203
13135,GA,Gwinnett County,2017,918186
13137,GA,Habersham County,2017,44535
13139,GA,Hall County,2017,198953
13141,GA,Hancock County,2017,8539
13143,GA,Haralson County,2017,29248
13145,GA,Harris County,2017,33943
13147,GA,Hart County,2017,25710
13149,GA,Heard County,2017,11751
13151,GA,Henry County,2017,225182
13153,GA,Houston County,2017,153202
13155,GA,Irwin County,2017,9352
13157,GA,Jackson County,2017,67644
13159,GA,Jasper County,2017,13882
13161,GA,Jeff Davis County,2017,15039
13163,GA,Jefferson County,2017,15630
13165,GA,Jenkins County,2017,8813
13167,GA,Johnson County,2017,9737
13169,GA,Jones County,2017,28466
13171,GA,Lamar County,2017,18600
13173,GA,Lanier County,2017,10425
13175,GA,Laurens County,2017,47376
13177,GA,Lee County,2017,29410
13179,GA,Liberty County,2017,61619
13181,GA,Lincoln County,2017,7856
13183,GA,Long County,2017,18780
13185,GA,Lowndes County,2017,115404
13187,GA,Lumpkin County,2017,32801
13189,GA,McDuffie County,2017,21511
13191,GA,McIntosh County,2017,14080
13193,GA,Macon County,2017,13254
13195,GA,Madison County,2017,29295
13197,GA,Marion County,2017,8403
13199,GA,Meriwether County,2017,21021
13201,GA,Miller County,2017,5813
13205,GA,Mitchell County,2017,22317
13207,GA,Monroe County,2017,27163
13209,GA,Montgomery County,2017,9024
13211,GA,Morgan County,2017,18373
13213,GA,Murray County,2017,39803
13215,GA,Muscogee County,2017,193836
13217,GA,Newton County,2017,107846
13219,GA,Oconee County,2017,38122
13221,GA,Oglethorpe County,2017,14874
13223,GA,Paulding County,2017,159509
13225,GA,Peach County,2017,26961
13227,GA,Pickens County,2017,31541
13229,GA,Pierce County,2017,19197
13231,GA,Pike County,2017,18204
13233,GA,Polk County,2017,41818
13235,GA,Pulaski County,2017,11181
13237,GA,Putnam County,2017,21692
13239,GA,Quitman County,2017,2333
13241,GA,Rabun County,2017,16545
13243,GA,Randolph County,2017,6969
13245,GA,Richmond County,2017,201673
13247,GA,Rockdale County,2017,89843
13249,GA,Schley County,2017,5235
13251,GA,Screven County,2017,13956
13253,GA,Seminole County,2017,8253
13255,GA,Spalding County,2017,65358
13257,GA,Stephens County,2017,25736
13259,GA,Stewart County,2017,6314
13261,GA,Sumter County,2017,29901
13263,GA,Talbot County,2017,6256
13265,GA,Taliaferro County,2017,1613
13267,GA,Tattnall County,2017,25409
13269,GA,Taylor County,2017,8110
13271,GA,Telfair County,2017,15929
13273,GA,Terrell County,2017,8695
13275,GA,Thomas County,2017,44619
13277,GA,Tift County,2017,40431
13279,GA,Toombs County,2017,26859
13281,GA,Towns County,2017,11553
13283,GA,Treutlen County,2017,6746
13285,GA,Troup County,2017,70062
13287,GA,Turner County,2017,7895
13289,GA,Twiggs County,2017,8253
13291,GA,Union County,2017,23376
13293,GA,Upson County,2017,26201
13295,GA,Walker County,2017,68999
13297,GA,Walton County,2017,91296
13299,GA,Ware County,2017,35668
13301,GA,Warren County,2017,5265
13303,GA,Washington County,2017,20311
13305,GA,Wayne County,2017,29797
13307,GA,Webster County,2017,2589
13309,GA,Wheeler County,2017,7960
13311,GA,White County,2017,29445
13313,GA,Whitfield County,2017,104234
13315,GA,Wilcox County,2017,8791
13317,GA,Wilkes County,2017,9860
13319,GA,Wilkinson County,2017,8954
13321,GA,Worth County,2017,20528
15000,HI,Hawaii,2017,1424393
15001,HI,Hawaii County,2017,199981
15003,HI,Honolulu County,2017,986353
15005,HI,Kalawao County,2017,86
15007,HI,Kauai County,2017,71827
15009,HI,Maui County,2017,166146
16000,ID,Idaho,2017,1717715
16001,ID,Ada County,2017,456548
16003,ID,Adams County,2017,4127
16005,ID,Bannock County,2017,85482
16007,ID,Bear Lake County,2017,6023
16009,ID,Benewah County,2017,9157
16011,ID,Bingham County,2017,45884
16013,ID,Blaine County,2017,22373
16015,ID,Boise County,2017,7347
16017,ID,Bonner County,2017,43654
16019,ID,Bonneville County,2017,114488
16021,ID,Boundary County,2017,11965
16023,ID,Butte County,2017,2585
16025,ID,Camas County,2017,1096
16027,ID,Canyon County,2017,216858
16029,ID,Caribou County,2017,6973
16031,ID,Cassia County,2017,23650
16033,ID,Clark County,2017,879
16035,ID,Clearwater County,2017,8646
16037,ID,Custer County,2017,4135
16039,ID,Elmore County,2017,26881
16041,ID,Franklin County,2017,13467
16043,ID,Fremont County,2017,13122
16045,ID,Gem County,2017,17311
16047,ID,Gooding County,2017,15121
16049,ID,Idaho County,2017,16373
16051,ID,Jefferson County,2017,28439
16053,ID,Jerome County,2017,23768
16055,ID,Kootenai County,2017,157320
16057,ID,Latah County,2017,39741
16059,ID,Lemhi County,2017,7829
16061,ID,Lewis County,2017,3884
16063,ID,Lincoln County,2017,5376
16065,ID,Madison County,2017,39370
16067,ID,Minidoka County,2017,20722
16069,ID,Nez Perce County,2017,40289
16071,ID,Oneida County,2017,4389
16073,ID,Owyhee County,2017,11618
16075,ID,Payette County,2017,23163
16077,ID,Power County,2017,7606
16079,ID,Shoshone County,2017,12519
16081,ID,Teton County,2017,11445
16083,ID,Twin Falls County,2017,85374
16085,ID,Valley County,2017,10667
16087,ID,Washington County,2017,10051
17000,IL,Illinois,2017,12778828
17001,IL,Adams County,2017,66057
17003,IL,Alexander County,2017,6278
17005,IL,Bond County,2017,16648
17007,IL,Boone County,2017,53513
17009,IL,Brown County,2017,6609
17011,IL,Bureau County,2017,33137
17013,IL,Calhoun County,2017,4851
17015,IL,Carroll County,2017,14475
17017,IL,Cass County,2017,12492
17019,IL,Champaign County,2017,210425
17021,IL,Christian County,2017,33007
17023,IL,Clark County,2017,15812
17025,IL,Clay County,2017,13270
17027,IL,Clinton County,2017,37645
17029,IL,Coles County,2017,51353
17031,IL,Cook County,2017,5200821
17033,IL,Crawford County,2017,18975
17035,IL,Cumberland County,2017,10880
17037,IL,DeKalb County,2017,104309
17039,IL,De Witt County,2017,15906
17041,IL,Douglas County,2017,19629
17043,IL,DuPage County,2017,930265
17045,IL,Edgar County,2017,17390
17047,IL,Edwards County,2017,6448
17049,IL,Effingham County,2017,34123
17051,IL,Fayette County,2017,21514
17053,IL,Ford County,2017,13298
17055,IL,Franklin County,2017,38995
17057,IL,Fulton County,2017,35104
17059,IL,Gallatin County,2017,5071
17061,IL,Greene County,2017,13156
17063,IL,Grundy County,2017,50622
17065,IL,Hamilton County,2017,8181
17067,IL,Hancock County,2017,17958
17069,IL,Hardin County,2017,3922
17071,IL,Henderson County,2017,6819
17073,IL,Henry County,2017,49219
17075,IL,Iroquois County,2017,27777
17077,IL,Jackson County,2017,57904
17079,IL,Jasper County,2017,9523
17081,IL,Jefferson County,2017,38045
17083,IL,Jersey County,2017,21912
17085,IL,Jo Daviess County,2017,21495
17087,IL,Johnson County,2017,12399
17089,IL,Kane County,2017,532272
17091,IL,Kankakee County,2017,110540
17093,IL,Kendall County,2017,126152
17095,IL,Knox County,2017,50577
17097,IL,Lake County,2017,702475
17099,IL,LaSalle County,2017,109622
17101,IL,Lawrence County,2017,16027
17103,IL,Lee County,2017,34540
17105,IL,Livingston County,2017,36124
17107,IL,Logan County,2017,29034
17109,IL,McDonough County,2017,30373
17111,IL,McHenry County,2017,307815
17113,IL,McLean County,2017,172754
17115,IL,Macon County,2017,105399
17117,IL,Macoupin County,2017,45505
17119,IL,Madison County,2017,265251
17121,IL,Marion County,2017,37726
17123,IL,Marshall County,2017,11668
17125,IL,Mason County,2017,13677
17127,IL,Massac County,2017,14291
17129,IL,Menard County,2017,12293
17131,IL,Mercer County,2017,15608
17133,IL,Monroe County,2017,34179
17135,IL,Montgomery County,2017,28781
17137,IL,Morgan County,2017,34245
17139,IL,Moultrie County,2017,14701
17141,IL,Ogle County,2017,50993
17143,IL,Peoria County,2017,182525
17145,IL,Perry County,2017,21281
17147,IL,Piatt County,2017,16422
17149,IL,Pike County,2017,15668
17151,IL,Pope County,2017,4183
17153,IL,Pulaski County,2017,5520
17155,IL,Putnam County,2017,5694
17157,IL,Randolph County,2017,32297
17159,IL,Richland County,2017,15837
17161,IL,Rock Island County,2017,143828
17163,IL,St. Clair County,2017,262600
17165,IL,Saline County,2017,23963
17167,IL,Sangamon County,2017,197072
17169,IL,Schuyler County,2017,6948
17171,IL,Scott County,2017,4983
17173,IL,Shelby County,2017,21774
17175,IL,Stark County,2017,5457
17177,IL,Stephenson County,2017,44997
17179,IL,Tazewell County,2017,133489
17181,IL,Union County,2017,16968
17183,IL,Vermilion County,2017,77689
17185,IL,Wabash County,2017,11523
17187,IL,Warren County,2017,17144
17189,IL,Washington County,2017,13963
17191,IL,Wayne County,2017,16412
17193,IL,White County,2017,13903
17195,IL,Whiteside County,2017,55955
17197,IL,Will County,2017,690479
17199,IL,Williamson County,2017,67049
17201,IL,Winnebago County,2017,284681
17203,IL,Woodford County,2017,38670
18000,IN,Indiana,2017,6658078
18001,IN,Adams County,2017,35385
18003,IN,Allen County,2017,371723
18005,IN,Bartholomew County,2017,82213
18007,IN,Benton County,2017,8631
18009,IN,Blackford County,2017,12028
18011,IN,Boone County,2017,65723
18013,IN,Brown County,2017,15010
18015,IN,Carroll County,2017,20067
18017,IN,Cass County,2017,37828
18019,IN,Clark County,2017,116545
18021,IN,Clay County,2017,26167
18023,IN,Clinton County,2017,32195
18025,IN,Crawford County,2017,10535
18027,IN,Daviess County,2017,33136
18029,IN,Dearborn County,2017,49564
18031,IN,Decatur County,2017,26620
18033,IN,DeKalb County,2017,42806
18035,IN,Delaware County,2017,115246
18037,IN,Dubois County,2017,42538
18039,IN,Elkhart County,2017,204194
18041,IN,Fayette County,2017,23154
18043,IN,Floyd County,2017,77006
18045,IN,Fountain County,2017,16419
18047,IN,Franklin County,2017,22694
18049,IN,Fulton County,2017,19995
18051,IN,Gibson County,2017,33721
18053,IN,Grant County,2017,66305
18055,IN,Greene County,2017,32172
18057,IN,Hamilton County,2017,322933
18059,IN,Hancock County,2017,74998
18061,IN,Harrison County,2017,39777
18063,IN,Hendricks County,2017,163622
18065,IN,Henry County,2017,48170
18067,IN,Howard County,2017,82210
18069,IN,Huntington County,2017,36222
18071,IN,Jackson County,2017,43955
18073,IN,Jasper County,2017,33424
18075,IN,Jay County,2017,20883
18077,IN,Jefferson County,2017,32013
18079,IN,Jennings County,2017,27652
18081,IN,Johnson County,2017,153820
18083,IN,Knox County,2017,37044
18085,IN,Kosciusko County,2017,79026
18087,IN,LaGrange County,2017,39248
18089,IN,Lake County,2017,484601
18091,IN,LaPorte County,2017,109842
18093,IN,Lawrence County,2017,45592
18095,IN,Madison County,2017,129418
18097,IN,Marion County,2017,950537
18099,IN,Marshall County,2017,46433
18101,IN,Martin County,2017,10181
18103,IN,Miami County,2017,35864
